term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,39.53682179140265,47.08035417082727,7.543532379424619,7.220301543844798,7.866763215004441,45.74207875687797,0,0.30470097612091956
