mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
52.23435073865399,55.389898586423456,3.155547847769469,2.902336156502023,3.4087595390369154,24.42558480205594,2.4658055769873624e-131,0.16270365293045255
