mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
29.21744820549241,24.708496993098688,-4.508951212393722,-4.855321981588985,-4.1625804431984585,-25.514570717779346,4.4281729007285255e-143,-0.16995725850888052
