mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
70.37449536400332,78.28242682466767,7.907931460664344,7.617154316730718,8.198708604597968,53.3036180997974,0,0.3550600755040454
