mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
56.20850893926637,70.9727714532989,14.76426251403253,14.468901294251033,15.059623733814028,97.97434729143862,0,0.6526132030338786
