mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
31.704538396699444,27.34303086789597,-4.361507528803475,-4.716903189408562,-4.0061118681983885,-24.05350989609774,1.9486664053077483e-127,-0.16022529603130942
