mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
44.39849607382115,67.72212236202658,23.323626288205432,23.004666223466682,23.642586352944182,143.3223377098576,0,0.9546763906230046
