term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,72.8315070316313,82.29523112087507,9.463724089243769,9.185805629238642,9.741642549248896,66.74194330751841,0,0.4445688688065267
