mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
63.8657113703917,68.26389721057188,4.398185840180183,3.9684830983544925,4.827888582005873,20.061313958497852,2.521968596959895e-89,0.13363409791105338
