term,mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
paragraph_type_model,44.318929949868995,51.55686483367725,7.237934883808258,6.946921474069123,7.528948293547392,48.747865216971334,0,0.32472156067896396
