mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
34.80267068896672,33.67691898009463,-1.1257517088720945,-1.4744738867387346,-0.7770295310054547,-6.327278847480358,2.5068966834659884e-10,-0.042147643192590976
