mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
42.92921786965982,61.67134900028864,18.74213113062882,18.3993360239729,19.08492623728474,107.1613874665219,0,0.7138208551931482
