mean_writer,mean_model,mean_difference,ci_low,ci_high,t_statistic,p_value,cohens_d
42.7982640521716,40.340521270221686,-2.4577427819499107,-2.7099197625594207,-2.2055658013404007,-19.102267897274213,3.505495055862748e-81,-0.12724440139212387
