term,target_level,reference_level,odds_ratio,or_low,or_high,statistic,p,p_value
input_condition_bullets-based,Moderately Left-Wing,Centrist,1.0550334190982629,1.0046196325120613,1.1079770685257908,2.1444974158718493,0.03199305226515024,0.03199305226515024
input_condition_bullets-based,Moderately Right-Wing,Centrist,1.0485239218257858,0.9930819728987809,1.1070610932869913,1.7095381726041343,0.0873513070968839,0.0873513070968839
input_condition_bullets-based,Other,Centrist,0.6279315665482305,0.5736870666426757,0.6873051096919806,-10.0947898425633,5.825572156529614e-24,5.825572156529614e-24
input_condition_bullets-based,Very Left-Wing,Centrist,1.2966299512021169,1.216750168617061,1.381753850312004,8.007328839671557,1.1722673028978546e-15,1.1722673028978546e-15
input_condition_bullets-based,Very Right-Wing,Centrist,1.00295961417431,0.9227687968486276,1.0901192054825133,0.06950858927653927,0.9445847959374145,0.9445847959374145
input_condition_improve,Moderately Left-Wing,Centrist,0.9576130805374449,0.8980827153897688,1.0210894790669989,-1.3226597638168562,0.18594854988221848,0.18594854988221848
input_condition_improve,Moderately Right-Wing,Centrist,1.0607856034540275,0.9895003851283427,1.1372063249367743,1.6626079770066877,0.09639093329381285,0.09639093329381285
input_condition_improve,Other,Centrist,0.6234902438138455,0.5538485676032179,0.7018887596176748,-7.81774123535931,5.377959910080815e-15,5.377959910080815e-15
input_condition_improve,Very Left-Wing,Centrist,1.0735747975694463,0.9854929537101891,1.1695292611044077,1.6254249373226686,0.10407204591454967,0.10407204591454967
input_condition_improve,Very Right-Wing,Centrist,0.8316024585482178,0.7415444364462561,0.9325977177816259,-3.1532657145161784,0.001614547707709889,0.001614547707709889
input_condition_rewrite,Moderately Left-Wing,Centrist,0.9767893086751304,0.9163516443197562,1.041213118846224,-0.7206616220624246,0.47111773022823816,0.47111773022823816
input_condition_rewrite,Moderately Right-Wing,Centrist,0.9835907994375364,0.9163171152667836,1.0558035472866845,-0.4577275500149143,0.6471481923930137,0.6471481923930137
input_condition_rewrite,Other,Centrist,0.6735118630555804,0.6003877643765061,0.7555420956116167,-6.74053857028843,1.578006060383218e-11,1.578006060383218e-11
input_condition_rewrite,Very Left-Wing,Centrist,0.9351511494139739,0.855236872994902,1.0225327039372043,-1.4710933706435243,0.1412658676221821,0.1412658676221821
input_condition_rewrite,Very Right-Wing,Centrist,0.822089998001264,0.7327536920782552,0.922318061471524,-3.3377410569008754,8.446242217435317e-4,8.446242217435317e-4
input_condition_stance-based,Moderately Left-Wing,Centrist,0.9812116157392592,0.9353996474165135,1.029267262950917,-0.7774993129459612,0.4368642396505048,0.4368642396505048
input_condition_stance-based,Moderately Right-Wing,Centrist,0.9113931031021152,0.8634794940746526,0.9619653901245853,-3.367345979726466,7.589540718708748e-4,7.589540718708748e-4
input_condition_stance-based,Other,Centrist,0.588876047608975,0.5388714915126855,0.6435207742649797,-11.69612340821942,1.334099743719604e-31,1.334099743719604e-31
input_condition_stance-based,Very Left-Wing,Centrist,0.9674358015351355,0.9055003601437377,1.0336075735446,-0.9807558685927615,0.32671314576339366,0.32671314576339366
input_condition_stance-based,Very Right-Wing,Centrist,0.7173610183004,0.6559788451057088,0.7844869303583405,-7.278480382166699,3.3760131337627805e-13,3.3760131337627805e-13
