term,target_level,reference_level,odds_ratio,or_low,or_high,statistic,p,p_value
paragraph_type_model,Asian,White,0.8890703639924512,0.8419685958320345,0.9388071194609696,-4.23367847489911,2.298995714902378e-5,2.298995714902378e-5
paragraph_type_model,Black,White,0.9891259261025572,0.9415588813403831,1.0390960322050755,-0.4348181990476937,0.6636943939382037,0.6636943939382037
paragraph_type_model,Mixed,White,0.957801712629039,0.909932552361947,1.0081891436171078,-1.648214072432399,0.0993087500910323,0.0993087500910323
paragraph_type_model,Other,White,0.8315196533712399,0.7736808260550871,0.8936823954499766,-5.015855340074249,5.279804444783357e-7,5.279804444783357e-7
