term,target_level,reference_level,odds_ratio,or_low,or_high,statistic,p,p_value
input_condition_bullets-based,Asian,White,0.8728359018873376,0.8071013680816035,0.9439241980648638,-3.404609372106146,6.625876069808325e-4,6.625876069808325e-4
input_condition_bullets-based,Black,White,1.01347970828963,0.945825286728077,1.0859734176362055,0.3798647228021785,0.7040458350459259,0.7040458350459259
input_condition_bullets-based,Mixed,White,0.9906451869427292,0.9219088997227444,1.0645063592595052,-0.2561775624041294,0.7978137332775814,0.7978137332775814
input_condition_bullets-based,Other,White,0.8036853637739084,0.7237400047739098,0.8924616017960434,-4.088287804585354,4.3456880035432004e-5,4.3456880035432004e-5
input_condition_improve,Asian,White,0.8340846209522484,0.7515513569890918,0.9256814566820795,-3.4126680150980753,6.433025804595356e-4,6.433025804595356e-4
input_condition_improve,Black,White,0.9017295174168424,0.8211428967449566,0.9902248753585234,-2.1656614361865096,0.03033706795932625,0.03033706795932625
input_condition_improve,Mixed,White,0.8444892852276816,0.7651547336531777,0.9320495861790176,-3.3580557947026373,7.849276769927924e-4,7.849276769927924e-4
input_condition_improve,Other,White,0.7647069871280993,0.6647994654197786,0.8796288303169523,-3.755479827420408,1.7300969660080095e-4,1.7300969660080095e-4
input_condition_rewrite,Asian,White,0.8530076478362176,0.7682683103381226,0.9470936617792328,-2.9782625762933823,0.0028988752327366056,0.0028988752327366056
input_condition_rewrite,Black,White,0.9324279628818403,0.848970063367111,1.0240901811257668,-1.4624207547752166,0.14362594540038343,0.14362594540038343
input_condition_rewrite,Mixed,White,0.9535321081368113,0.8660269035109354,1.0498790251916819,-0.9688745103247385,0.33260780465160844,0.33260780465160844
input_condition_rewrite,Other,White,0.8307144718898843,0.7232798201508707,0.9541072688345468,-2.62487978188681,0.008667956562999546,0.008667956562999546
input_condition_stance-based,Asian,White,0.9528515418827975,0.8827116667136825,1.0285647002362786,-1.2380311975460752,0.21570449324177746,0.21570449324177746
input_condition_stance-based,Black,White,1.0394325562847742,0.9701264624684321,1.1136898959705028,1.0985323474770268,0.2719721007152123,0.2719721007152123
input_condition_stance-based,Mixed,White,0.9869407903256702,0.9179843573257269,1.0610770388792552,-0.35571945488642726,0.7220506739020198,0.7220506739020198
input_condition_stance-based,Other,White,0.8955507979590398,0.8089589412854722,0.9914115424086183,-2.1262498746620992,0.03348245929569252,0.03348245929569252
