term,odds_ratio,or_low,or_high,statistic,p,p_value
input_condition_bullets-based,4.653947628987981,4.201581971067449,5.155017486868198,29.47466529397608,6.08201128616165e-191,6.08201128616165e-191
input_condition_improve,3.5886052471945047,3.163061475668143,4.071399724367246,19.841169964511067,1.3136580294724478e-87,1.3136580294724478e-87
input_condition_rewrite,2.976542951981219,2.6411960498553984,3.3544681188941388,17.885739324887243,1.5231933545315335e-71,1.5231933545315335e-71
input_condition_stance-based,3.8890494428204905,3.5337616297332453,4.280058236368392,27.78655125177768,6.306722148569563e-170,6.306722148569563e-170
